id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
FF35_08-0125-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST20,26792,388,5204773,1,KL28,K28,Typeable,O1/O2v2,O2afg,Typeable
FF35_08-0140-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST985-1LV,67316,143,5437483,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
FF35_08-0180-00,MBIRA,Ethiopia,Eastern Africa,Site 2,neonate,2021,Klebsiella pneumoniae,ST45,35231,310,5507262,1,KL52,K52,Typeable,OL13,O13,Typeable
FFKC_002KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST6516,30701,401,5395283,1,KL54,K54,Typeable,O1/O2v2,O1ab,Typeable
FFKC_004KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,108628,99,5326942,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_005KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST101,119032,98,5509032,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
FFKC_007KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST1741,90616,112,5324718,1,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable
FFKC_38KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST348,39610,332,5408110,1,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable
FFKC_112KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST307,15033,784,5299867,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
FF34_10-0012-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST1119,149081,112,5404513,1,KL110,unknown (KL110),Typeable,O3b,O3b,Typeable
FF34_10-0014-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST340,99476,134,5480449,2,KL15,K15,Typeable,O4,O4,Typeable
FF34_10-0018-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST11-1LV,10233,868,5398259,1,KL15,K15,Typeable,O4,O4,Typeable
FF34_10-0033-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST268,135855,97,5365499,1,KL20,K20,Typeable,O1/O2v1,O2a,Typeable
FF34_10-0036-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST20,73485,201,5687377,1,KL24,K24,Typeable,O1/O2v1,O1ab,Typeable
FF34_10-0060-00-A,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST3719,104623,147,5611885,1,KL179,unknown (KL179),Typeable,OL104,unknown,Untypeable
FF34_10-0063-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST1121,22729,440,5489022,1,KL55,K55,Typeable,O1/O2v2,O1ab,Typeable
FF34_10-0072-00-A,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST3661-3LV,94071,117,5384813,0,KL38,K38,Typeable,O3b,O3b,Typeable
FF34_10-0072-00-B,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST4083,191163,76,5347318,1,KL35,K35,Typeable,O1/O2v2,O1ab,Typeable
FF34_10-0115-00,MBIRA,Zambia,Eastern Africa,Site 10,neonate,2021,Klebsiella pneumoniae,ST607,112656,116,5565507,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
FF36_11-0009-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2020,Klebsiella pneumoniae,ST307,78387,117,5484932,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
FF36_11-0021-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST45,87490,146,5598504,1,KL10,K10,Typeable,O1/O2v1,O2a,Typeable
FF36_11-0030-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST39,78813,154,5464469,1,KL62,K62,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0056-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST73,89417,145,5458262,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
FF36_11-0088-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST323,64484,158,5394483,1,KL21,K21,Typeable,O3b,O3b,Typeable
FF36_11-0089-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST391,26244,464,5762967,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0103-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST39,53083,192,5405177,1,KL62,K62,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0109-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST17,73878,171,5534300,1,KL25,K25,Typeable,O5,O5,Typeable
FF36_11-0113-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST292,70443,602,6177673,0,KL51,K51,Typeable,O3b,O3b,Typeable
FF36_11-0114-00-A,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST985,122217,92,5514662,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0117-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST39,74862,147,5492013,1,KL62,K62,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0121-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST261,101100,123,5491728,1,KL38,K38,Typeable,O1/O2v2,O2afg,Typeable
FF36_11-0136-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST73,47621,186,5434889,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
FF36_11-0137-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST29,77587,146,5521283,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0140-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST13,44069,256,5632065,2,KL122,unknown (KL122),Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0154-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST25,88341,147,5542213,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
FF36_11-0157-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST268,89535,137,5481896,1,KL20,K20,Typeable,O1/O2v1,O2a,Typeable
FF36_11-0166-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST17,104311,89,5293834,0,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
FF36_11-0171-00,MBIRA,Malawi,Eastern Africa,Site 6,neonate,2021,Klebsiella pneumoniae,ST25,75864,145,5575617,1,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable
FFKC_009KP.1,MBIRA,Tanzania,Eastern Africa,Site 9,neonate,2021,Klebsiella pneumoniae,ST111,74279,162,5346708,0,KL113,unknown (KL113),Typeable,O1/O2v2,O1ab,Typeable
