id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
42070_1#333,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,351902,67,5506533,1,KL180,unknown (KL180),Untypeable,O1/O2v3,O1ab,Typeable
42070_1#356,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,351725,72,5510953,1,KL180,unknown (KL180),Untypeable,O1/O2v3,O1ab,Typeable
42070_1#357,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST35,350918,75,5512613,1,KL180,unknown (KL180),Untypeable,O1/O2v3,O1ab,Typeable
42070_1#318,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST280,483376,30,5394477,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
42070_1#4,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST280,814995,27,5393226,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
42070_1#324,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST391,472505,44,5658791,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
42070_1#352,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST391,488895,54,5714745,1,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable
42070_2#294,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,382781,53,5588257,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#36,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,365935,55,5587132,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#38,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,365935,44,5587149,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#42,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,353501,58,5587209,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#68,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,446410,46,5587454,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#72,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,365935,46,5588897,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#76,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,439196,48,5588308,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#88,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST14,441386,48,5591601,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#205,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST14,438762,50,5592519,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#104,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,413431,54,5586265,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#106,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,412453,50,5587097,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#140,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,353806,51,5587545,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#166,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST14,412481,50,5586705,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#110,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST607,288069,57,5587603,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#142,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST607,287432,65,5539022,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#114,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372223,47,5678611,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#116,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375230,39,5679882,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#120,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,327707,40,5672232,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#124,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,254186,49,5679073,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#126,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,371887,39,5677729,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#128,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,361460,45,5679471,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#148,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,334915,40,5676230,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#152,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375359,41,5679466,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#248,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,334915,46,5678134,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#252,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,261099,49,5679562,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#256,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,338091,46,5679802,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#28,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,324672,44,5679380,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#32,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375360,43,5680278,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#338,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,371899,39,5678582,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#339,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,334922,41,5679347,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#340,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372174,43,5679161,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#357,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,375355,38,5679377,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#358,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,326562,44,5679059,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#360,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,341414,42,5678797,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#50,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,339876,45,5678369,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#60,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,327488,46,5677084,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#12,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,356018,58,5646710,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#263,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,746100,51,5648089,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#267,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,389327,56,5649251,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#291,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,411078,48,5648958,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#295,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,481689,50,5649401,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#299,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,482017,49,5649770,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#342,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,427477,49,5649129,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#343,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,428772,48,5648126,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#345,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,356684,49,5648397,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#4,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,358562,65,5648599,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#6,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,356813,52,5649760,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#52,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372175,41,5677254,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#54,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,337631,40,5678239,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#56,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,289086,43,5676873,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#149,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,261146,45,5677595,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#155,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,334915,49,5678111,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#185,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,286131,39,5677117,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#187,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,327481,41,5678570,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#189,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,327481,42,5677677,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#191,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,326635,44,5679719,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#213,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372006,41,5678712,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#215,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,339876,55,5782725,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#217,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372174,41,5679179,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#219,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,372068,44,5679513,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#221,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST39,265865,44,5680613,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_2#154,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST101,315651,67,5509057,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#179,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST101,314284,73,5510014,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#180,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST101,224323,73,5510599,1,KL17,Capsule null,Typeable,O1/O2v1,O1ab,Typeable
42070_2#182,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST101,314279,70,5505473,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#184,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST101,314279,75,5510018,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#255,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST101,349734,70,5508819,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#316,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST101,315651,64,5512060,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#158,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST101,324564,69,5509025,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#216,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST101,374765,63,5510536,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
42070_2#220,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST45,461825,38,5768917,0,KL52,K52,Typeable,OL13,O13,Typeable
42070_2#275,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST45,408782,62,5980105,1,KL52,K52,Typeable,OL13,O13,Untypeable
42070_2#227,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST17,257419,122,5857850,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
42070_2#229,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST17,302688,108,5854943,1,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable
42070_2#230,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST607,340144,53,5587683,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#238,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST607,375680,58,5585684,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_2#240,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST307,298820,52,5441953,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42139_1#237,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST307,377096,35,5444113,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42139_1#259,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST307,706845,34,5440926,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_2#273,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST45,361746,84,5974713,1,KL52,K52,Typeable,OL13,O13,Typeable
42070_2#5,MLW,Malawi,Eastern Africa,Site 6B,neonate,2013,Klebsiella pneumoniae,ST340,270620,62,5560104,1,KL15,K15,Typeable,O4,O4,Typeable
42070_2#9,MLW,Malawi,Eastern Africa,Site 6B,neonate,2013,Klebsiella pneumoniae,ST340,196582,64,5556008,1,KL15,K15,Typeable,O4,O4,Typeable
42092_1#146,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST15,269168,59,5693075,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_1#84,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST15,329273,58,5545877,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_1#20,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,294265,61,5547174,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_1#22,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,321390,66,5543744,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_1#28,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,326092,61,5716187,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_1#30,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,270730,68,5548194,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_2#41,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,333352,71,5546109,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42139_1#202,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,268980,60,5546435,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42139_1#206,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,262699,59,5547804,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42139_1#208,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,329756,59,5546613,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42139_1#234,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST15,271203,57,5548700,1,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable
42092_1#224,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,350651,67,5612635,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
42092_1#248,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,350068,62,5614807,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
42092_1#280,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,335523,72,5613752,1,KL19,Capsule null,Typeable,O1/O2v2,O1ab,Typeable
42092_1#284,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,350552,69,5612927,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
42092_1#288,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,350552,74,5613436,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
42092_2#1,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,350102,70,5612015,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
42092_1#24,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,362971,35,5440081,0,KL15,K15,Typeable,O4,O4,Typeable
42139_1#162,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,376988,35,5437889,0,KL15,K15,Typeable,O4,O4,Typeable
42139_1#174,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,437099,35,5438916,0,KL15,K15,Typeable,O4,O4,Typeable
42139_1#176,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,437099,35,5440048,0,KL15,K15,Typeable,O4,O4,Typeable
42092_2#7,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST29,368390,75,5612885,1,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable
42092_1#242,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST463-1LV,428661,70,5354052,0,KL49,Capsule null,Typeable,OL13,O13,Typeable
42092_1#286,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST463-1LV,255755,71,5353106,0,KL49,Capsule null,Typeable,OL13,O13,Typeable
42092_1#312,MLW,Malawi,Eastern Africa,Site 6B,neonate,2020,Klebsiella pneumoniae,ST463-1LV,315199,78,5354902,0,KL49,K49,Typeable,OL13,O13,Typeable
42139_1#100,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,437097,37,5439418,0,KL15,K15,Typeable,O4,O4,Typeable
42139_1#112,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,488450,43,5434352,0,KL15,K15,Typeable,O4,O4,Typeable
42139_1#132,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST45,358293,33,5435809,0,KL15,K15,Typeable,O4,O4,Typeable
42139_1#12,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST48,469730,39,5419165,1,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable
42139_1#354,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST48,578535,42,5417832,1,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable
42139_1#4,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST48,469730,36,5417233,1,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable
42139_1#2,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST17,428464,41,5590936,1,KL25,K25,Typeable,O5,O5,Typeable
42139_1#328,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST17,428464,46,5596732,1,KL25,K25,Typeable,O5,O5,Typeable
42139_1#263,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST307,378138,36,5442476,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
22072_1#106,MLW,Malawi,Eastern Africa,Site 6B,neonate,2014,Klebsiella pneumoniae,ST702-1LV,118063,114,5733325,1,KL109,unknown (KL109),Typeable,O1/O2v2,O2afg,Typeable
22072_1#113,MLW,Malawi,Eastern Africa,Site 6B,neonate,2014,Klebsiella pneumoniae,ST14,179565,117,5764061,1,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable
22072_1#117,MLW,Malawi,Eastern Africa,Site 6B,neonate,2014,Klebsiella pneumoniae,ST985-1LV,161556,112,5763940,1,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable
22072_1#128,MLW,Malawi,Eastern Africa,Site 6B,neonate,2015,Klebsiella pneumoniae,ST2439,399378,25,5170742,0,KL3,K3,Typeable,O1/O2v1,O1ab,Typeable
22072_1#129,MLW,Malawi,Eastern Africa,Site 6B,neonate,2015,Klebsiella pneumoniae,ST340,209507,67,5639583,1,KL15,K15,Typeable,O4,O4,Typeable
22072_1#137,MLW,Malawi,Eastern Africa,Site 6B,neonate,2015,Klebsiella pneumoniae,ST17,370920,46,5565996,1,KL25,K25,Typeable,O5,O5,Typeable
22072_1#138,MLW,Malawi,Eastern Africa,Site 6B,neonate,2015,Klebsiella pneumoniae,ST36,353435,92,5598634,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
22072_1#155,MLW,Malawi,Eastern Africa,Site 6B,neonate,2015,Klebsiella pneumoniae,ST54,216941,75,5608748,1,KL14,K14,Typeable,O3b,O3b,Typeable
22072_1#165,MLW,Malawi,Eastern Africa,Site 6B,neonate,2015,Klebsiella pneumoniae,ST14,309756,45,5557032,0,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable
22072_1#237,MLW,Malawi,Eastern Africa,Site 6B,neonate,2013,Klebsiella pneumoniae,ST17,786218,49,5563362,0,KL134,unknown (KL134),Typeable,O3b,O3b,Typeable
22072_1#239,MLW,Malawi,Eastern Africa,Site 6B,neonate,2013,Klebsiella pneumoniae,ST340,270616,66,5488209,1,KL15,K15,Typeable,O4,O4,Typeable
22072_1#98,MLW,Malawi,Eastern Africa,Site 6B,neonate,2014,Klebsiella pneumoniae,ST6931,758393,34,5149042,0,KL43,K43,Typeable,O1/O2v1,O1ab,Typeable
42070_1#145,MLW,Malawi,Eastern Africa,Site 6B,neonate,2017,Klebsiella pneumoniae,ST14,509815,57,5762598,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#162,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST39,238105,58,5581685,1,KL23,K23,Typeable,O1/O2v2,O1ab,Typeable
42070_1#168,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST14,350154,89,5868333,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#175,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST1552,381706,44,5636567,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
42070_1#18,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST14,371595,36,5536366,1,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable
42070_1#191,MLW,Malawi,Eastern Africa,Site 6B,neonate,2019,Klebsiella pneumoniae,ST540,152530,137,5916159,1,KL9,K9,Typeable,O1/O2v2,O1ab,Typeable
42070_1#196,MLW,Malawi,Eastern Africa,Site 6B,neonate,2016,Klebsiella pneumoniae,ST76,982169,36,5522615,1,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable
42070_1#197,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST307,328411,60,5556902,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#235,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST307,384847,37,5527137,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#237,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST2665,372034,74,5621404,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
42070_1#241,MLW,Malawi,Eastern Africa,Site 6B,neonate,2018,Klebsiella pneumoniae,ST607,293256,63,5592850,1,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable
